Date,Price,PercentChange(%)
2015-05-01,1189.75,0.4983739494023736
2015-06-01,1172.2,-1.4750998108846396
2015-07-01,1095.4,-6.551782972189046
2015-08-03,1134.1,3.5329559978090197
2015-09-01,1114.6,-1.7194250947888192
2015-10-01,1142.0,2.4582809976673246
2015-11-02,1064.02,-6.828371278458844
2015-12-01,1060.91,-0.29228773895227533
2016-01-01,1117.64,5.3472961891206605
2016-02-01,1237.76,10.74764682724312
2016-03-01,1231.95,-0.46939632885211996
2016-04-01,1293.36,4.98478022647023
2016-05-02,1214.69,-6.082606544194965
2016-06-01,1321.78,8.816241180877425
2016-07-01,1350.59,2.1796365507119186
2016-08-01,1308.45,-3.1201178744104427
2016-09-01,1315.8,0.5617333486185945
2016-10-03,1277.28,-2.9274965800273596
2016-11-01,1172.7,-8.18771138669673
2016-12-01,1151.46,-1.8112049117421336
2017-01-03,1210.51,5.128271933024161
2017-02-01,1248.52,3.139998843462673
2017-03-01,1248.63,0.008810431550956333
2017-04-03,1267.65,1.5232695033756998
2017-05-01,1268.09,0.034709896264741844
2017-06-01,1241.2,-2.120511951044484
2017-07-03,1269.05,2.2437963261359974
2017-08-01,1321.6,4.14089279382215
2017-09-01,1279.1,-3.2157990314769975
2017-10-02,1271.2,-0.6176217653037291
2017-11-01,1274.36,0.2485840151038389
2017-12-01,1302.45,2.204243698797828
2018-01-02,1344.7,3.24388652155553
2018-02-01,1317.66,-2.0108574403212613
2018-03-01,1324.0,0.4811559886465401
2018-04-02,1314.95,-0.6835347432024169
2018-05-01,1297.92,-1.2951062778052398
2018-06-01,1252.25,-3.5187068540433923
2018-07-02,1223.41,-2.303054501896586
2018-08-01,1201.0501,-1.8276702005051455
2018-09-03,1191.6899,-0.7793346838737202
2018-10-01,1214.14,1.8838877463004429
2018-11-01,1221.88,0.6374882632974781
2018-12-03,1282.73,4.9800307722525945
2019-01-01,1320.56,2.9491787047936824
2019-02-01,1312.66,-0.5982310534924578
2019-03-01,1291.9,-1.5815214907135131
2019-04-01,1283.35,-0.6618159300255437
2019-05-01,1305.25,1.706471344527993
2019-06-03,1409.1,7.956330204941582
2019-07-01,1413.55,0.3158044141650699
2019-08-01,1519.85,7.520073573626685
2019-09-02,1472.0,-3.1483370069414747
2019-10-01,1513.16,2.796195652173913
2019-11-01,1464.0501,-3.245519310581829
2019-12-02,1517.7,3.664485252246491
2020-01-02,1586.35,4.523291823153456
2020-02-03,1584.74,-0.10149084376083461
2020-03-02,1571.05,-0.8638641038908591
2020-04-01,1680.09,6.9405811400019095
2020-05-01,1726.3,2.7504478926724163
2020-06-01,1784.25,3.3568904593639575
2020-07-01,1974.69995,10.673949838867872
2020-08-03,1969.75,-0.2506684623149963
2020-09-01,1885.44,-4.280238608960528
2020-10-01,1877.95,-0.3972547522063815
2020-11-02,1777.019,-5.374530738305067
2020-12-01,1896.48755,6.722975387432548
2021-01-01,1846.09,-2.657415283322055
2021-02-01,1733.49,-6.099377603475453
2021-03-01,1707.00745,-1.5277013423786696
2021-04-01,1768.59,3.607632175243289
2021-05-03,1906.36,7.789821270051283
2021-06-01,1769.80249,-7.163259300446925
2021-07-01,1813.58154,2.47366868604643
2021-08-02,1813.4281,-0.008460606629244803
2021-09-01,1756.66064,-3.1303948582245966
2021-10-01,1782.80823,1.488482715705408
2021-11-01,1773.78455,-0.5061497837038816
2021-12-01,1828.39026,3.0784860540137187
2022-01-03,1796.46863,-1.7458871171190773
2022-02-01,1907.90283,6.202958300474192
2022-03-01,1937.23,1.5371417002405725
2022-04-01,1896.39587,-2.1078617407329023
2022-05-02,1837.09253,-3.1271603644654635
2022-06-01,1806.887,-1.6442029732710306
2022-07-01,1723.64001,-4.607205099156727
